storm,wind,RI,shear
1.0,50.0,0.0,4.534344673156738
1.0,55.0,0.0,5.472551345825195
1.0,60.0,0.0,4.3837809562683105
1.0,60.0,0.0,6.122344493865967
1.0,60.0,0.0,9.203901290893555
1.0,55.0,0.0,11.85234260559082
1.0,50.0,0.0,13.68100357055664
2.0,50.0,0.0,6.58312463760376
2.0,55.0,0.0,7.472419738769531
2.0,55.0,0.0,9.17016315460205
2.0,50.0,0.0,10.501718521118164
2.0,50.0,0.0,10.522945404052734
3.0,50.0,1.0,3.590470552444458
3.0,55.0,1.0,4.841082572937012
3.0,60.0,1.0,4.698398590087891
3.0,70.0,1.0,4.4508819580078125
3.0,75.0,1.0,3.7871639728546143
3.0,75.0,0.0,3.8630309104919434
3.0,75.0,0.0,4.214166164398193
3.0,75.0,1.0,2.8796446323394775
3.0,80.0,1.0,4.522594451904297
3.0,90.0,1.0,6.233680725097656
3.0,95.0,1.0,5.9287543296813965
3.0,100.0,1.0,4.386735916137695
3.0,115.0,1.0,5.9380879402160645
3.0,120.0,1.0,6.877814292907715
3.0,125.0,1.0,6.811014175415039
3.0,130.0,1.0,5.631661415100098
3.0,135.0,1.0,6.9070868492126465
3.0,145.0,1.0,8.273551940917969
3.0,155.0,1.0,8.257084846496582
3.0,160.0,1.0,6.320138931274414
3.0,155.0,0.0,7.233785152435303
3.0,145.0,0.0,8.653383255004883
3.0,135.0,0.0,8.344706535339355
3.0,125.0,0.0,4.773563385009766
3.0,115.0,0.0,6.115070343017578
3.0,105.0,0.0,8.124259948730469
3.0,100.0,0.0,7.3562541007995605
3.0,95.0,0.0,4.4029765129089355
3.0,90.0,0.0,5.319355487823486
3.0,90.0,0.0,4.999576568603516
3.0,90.0,0.0,3.366431713104248
3.0,95.0,0.0,6.629857540130615
3.0,100.0,0.0,10.512027740478516
3.0,100.0,0.0,10.535930633544922
3.0,100.0,0.0,9.939345359802246
3.0,95.0,0.0,9.121874809265137
3.0,90.0,0.0,9.635074615478516
3.0,90.0,0.0,11.600682258605957
3.0,85.0,0.0,11.379541397094727
3.0,85.0,0.0,16.184114456176758
3.0,85.0,0.0,20.711257934570312
3.0,85.0,0.0,23.347190856933594
3.0,85.0,0.0,26.666566848754883
3.0,80.0,0.0,28.819673538208008
3.0,80.0,0.0,31.04280662536621
3.0,75.0,0.0,31.258275985717773
3.0,70.0,0.0,29.47834587097168
3.0,60.0,0.0,28.194793701171875
3.0,50.0,0.0,27.809370040893555
4.0,50.0,0.0,6.478902816772461
4.0,55.0,0.0,9.828767776489258
4.0,55.0,0.0,10.254154205322266
4.0,55.0,0.0,9.671483993530273
4.0,60.0,0.0,6.225270748138428
4.0,60.0,0.0,8.494011878967285
5.0,50.0,0.0,9.198257446289062
5.0,50.0,0.0,10.281534194946289
5.0,55.0,0.0,9.692283630371094
5.0,60.0,0.0,9.587329864501953
5.0,65.0,0.0,10.843643188476562
5.0,70.0,0.0,11.993494987487793
5.0,75.0,0.0,10.243183135986328
5.0,75.0,0.0,9.210139274597168
5.0,80.0,0.0,11.364240646362305
5.0,85.0,0.0,13.780288696289062
5.0,90.0,0.0,14.533217430114746
5.0,95.0,0.0,15.466132164001465
5.0,100.0,0.0,17.64789581298828
5.0,105.0,0.0,20.639205932617188
5.0,105.0,0.0,21.58478355407715
5.0,110.0,0.0,24.795146942138672
5.0,110.0,0.0,28.169912338256836
5.0,105.0,0.0,30.62310028076172
5.0,95.0,0.0,29.870838165283203
5.0,80.0,0.0,27.069683074951172
5.0,70.0,0.0,23.857364654541016
5.0,60.0,0.0,21.445022583007812
5.0,50.0,0.0,15.283007621765137
6.0,50.0,0.0,5.844086170196533
7.0,50.0,0.0,11.439291000366211
7.0,55.0,0.0,13.588074684143066
7.0,60.0,0.0,13.91367244720459
7.0,55.0,0.0,13.653639793395996
7.0,50.0,0.0,12.777143478393555
7.0,45.0,0.0,9.828794479370117
7.0,40.0,0.0,7.586480617523193
7.0,35.0,0.0,5.07565975189209
7.0,35.0,0.0,7.1152777671813965
7.0,35.0,0.0,8.25351619720459
7.0,40.0,0.0,7.224438190460205
7.0,45.0,0.0,6.898321628570557
7.0,50.0,0.0,6.326804161071777
7.0,55.0,0.0,5.206619739532471
7.0,55.0,1.0,7.1569504737854
7.0,60.0,1.0,8.5077486038208
7.0,70.0,1.0,6.658631801605225
7.0,75.0,1.0,6.58022928237915
7.0,80.0,1.0,6.371673107147217
7.0,85.0,1.0,7.443277835845947
7.0,80.0,0.0,9.18578052520752
7.0,75.0,0.0,10.054439544677734
7.0,70.0,0.0,7.630895614624023
7.0,60.0,0.0,9.095191955566406
7.0,50.0,0.0,11.087624549865723
8.0,50.0,0.0,30.327625274658203
8.0,55.0,0.0,27.798612594604492
8.0,55.0,0.0,25.55692481994629
8.0,55.0,0.0,27.21070671081543
8.0,45.0,0.0,26.30530548095703
8.0,45.0,0.0,28.17046546936035
8.0,45.0,0.0,29.393939971923828
8.0,50.0,0.0,30.9956111907959
8.0,55.0,0.0,32.28064727783203
8.0,60.0,0.0,32.77468490600586
8.0,65.0,0.0,31.37201499938965
8.0,65.0,0.0,30.373220443725586
8.0,65.0,0.0,27.251455307006836
8.0,60.0,0.0,26.843849182128906
8.0,55.0,0.0,21.552471160888672
8.0,55.0,0.0,18.370515823364258
8.0,55.0,0.0,18.40849494934082
8.0,50.0,0.0,21.148941040039062
8.0,50.0,0.0,25.720684051513672
8.0,50.0,0.0,26.571516036987305
8.0,50.0,0.0,23.891691207885742
8.0,50.0,0.0,20.548906326293945
8.0,50.0,0.0,18.33637046813965
8.0,45.0,0.0,17.844451904296875
8.0,45.0,0.0,16.910686492919922
8.0,45.0,1.0,14.270601272583008
8.0,55.0,1.0,12.090909004211426
8.0,65.0,1.0,14.724411010742188
8.0,75.0,1.0,13.24170207977295
8.0,75.0,0.0,8.397680282592773
8.0,70.0,0.0,12.478608131408691
8.0,65.0,0.0,8.449326515197754
8.0,55.0,0.0,8.720157623291016
8.0,55.0,0.0,11.70691967010498
8.0,55.0,0.0,12.922091484069824
8.0,55.0,0.0,15.392670631408691
8.0,55.0,0.0,16.79181671142578
8.0,55.0,0.0,12.615185737609863
8.0,70.0,0.0,8.645712852478027
9.0,50.0,1.0,5.362612247467041
9.0,60.0,1.0,5.485889911651611
9.0,70.0,1.0,6.650660037994385
9.0,85.0,1.0,6.527546405792236
9.0,95.0,1.0,5.407227039337158
9.0,110.0,1.0,5.238656520843506
9.0,130.0,1.0,6.726597785949707
9.0,120.0,0.0,9.089034080505371
9.0,115.0,0.0,13.104745864868164
9.0,110.0,0.0,15.254796981811523
9.0,95.0,0.0,17.361120223999023
9.0,85.0,0.0,17.578258514404297
9.0,75.0,0.0,18.79922866821289
9.0,60.0,0.0,21.195026397705078
10.0,50.0,1.0,1.7967760562896729
10.0,55.0,1.0,0.9428812265396118
10.0,65.0,1.0,1.1932873725891113
10.0,80.0,1.0,0.5855027437210083
10.0,95.0,1.0,0.3228464722633362
10.0,100.0,1.0,0.37144237756729126
10.0,100.0,0.0,0.374864399433136
10.0,100.0,0.0,2.0788376331329346
10.0,100.0,0.0,2.5599894523620605
10.0,100.0,0.0,2.439781665802002
10.0,100.0,0.0,2.2777669429779053
10.0,95.0,0.0,4.224722862243652
10.0,95.0,0.0,4.007065773010254
10.0,95.0,0.0,4.753674507141113
10.0,95.0,0.0,5.08344030380249
10.0,100.0,0.0,4.725618362426758
10.0,100.0,0.0,4.216519832611084
10.0,100.0,1.0,2.605870246887207
10.0,105.0,1.0,1.8295245170593262
10.0,110.0,1.0,2.9232654571533203
10.0,115.0,1.0,2.1219778060913086
10.0,125.0,1.0,1.2717934846878052
10.0,135.0,1.0,2.3169162273406982
10.0,150.0,1.0,5.371499538421631
10.0,155.0,1.0,2.969259262084961
10.0,155.0,0.0,0.6752665042877197
10.0,155.0,0.0,3.546994209289551
10.0,155.0,0.0,2.9818382263183594
10.0,150.0,0.0,3.0654170513153076
10.0,150.0,0.0,5.032860279083252
10.0,145.0,0.0,4.565977573394775
10.0,145.0,0.0,4.123260498046875
10.0,145.0,0.0,5.800710678100586
10.0,140.0,0.0,4.23911714553833
10.0,135.0,0.0,5.503908634185791
10.0,135.0,0.0,4.961221218109131
10.0,140.0,0.0,3.0764946937561035
10.0,145.0,0.0,3.835996150970459
10.0,130.0,0.0,5.391533851623535
10.0,110.0,0.0,5.512837886810303
10.0,95.0,0.0,4.289065837860107
10.0,100.0,0.0,5.702999114990234
10.0,115.0,0.0,7.648306846618652
10.0,115.0,0.0,10.830497741699219
10.0,100.0,0.0,13.228927612304688
10.0,80.0,0.0,16.75565528869629
10.0,65.0,0.0,19.481794357299805
10.0,50.0,0.0,19.0843563079834
11.0,50.0,0.0,12.939552307128906
11.0,50.0,0.0,11.834064483642578
11.0,50.0,0.0,8.333703994750977
12.0,50.0,0.0,3.1678049564361572
12.0,55.0,0.0,2.7032358646392822
12.0,50.0,0.0,3.868945598602295
13.0,50.0,0.0,3.8407328128814697
13.0,55.0,0.0,3.877730369567871
13.0,55.0,0.0,4.497525215148926
13.0,55.0,0.0,5.608883857727051
13.0,60.0,0.0,5.577018737792969
13.0,60.0,1.0,5.899253845214844
13.0,65.0,1.0,5.399205207824707
13.0,75.0,1.0,6.599218368530273
13.0,90.0,1.0,8.152103424072266
13.0,105.0,1.0,10.216498374938965
13.0,105.0,0.0,10.910369873046875
13.0,105.0,0.0,9.167553901672363
13.0,105.0,0.0,7.677606582641602
13.0,110.0,0.0,8.98367977142334
13.0,115.0,0.0,6.521866798400879
13.0,120.0,0.0,3.2380013465881348
13.0,120.0,0.0,4.033583641052246
13.0,120.0,0.0,5.809834003448486
13.0,110.0,0.0,5.459834575653076
13.0,100.0,0.0,3.9885923862457275
13.0,100.0,0.0,3.344210386276245
13.0,105.0,0.0,2.26636004447937
13.0,110.0,0.0,2.2397449016571045
13.0,110.0,0.0,3.0080173015594482
13.0,110.0,0.0,3.6687419414520264
13.0,110.0,0.0,4.444608688354492
13.0,105.0,0.0,5.140904903411865
13.0,100.0,0.0,5.7585835456848145
13.0,90.0,0.0,5.057817459106445
13.0,85.0,0.0,3.5939807891845703
13.0,80.0,0.0,3.647258996963501
13.0,75.0,0.0,2.5878891944885254
13.0,75.0,0.0,3.1387228965759277
13.0,75.0,0.0,2.753687858581543
13.0,70.0,0.0,1.0743052959442139
13.0,70.0,0.0,2.7816038131713867
13.0,65.0,0.0,4.780426502227783
13.0,60.0,0.0,5.72384786605835
13.0,60.0,0.0,6.066248893737793
13.0,55.0,0.0,8.052997589111328
13.0,55.0,0.0,7.955661296844482
13.0,55.0,0.0,8.423754692077637
13.0,55.0,0.0,8.016069412231445
13.0,55.0,0.0,11.492406845092773
13.0,55.0,0.0,11.823848724365234
13.0,55.0,0.0,14.054917335510254
13.0,55.0,0.0,15.694498062133789
13.0,55.0,0.0,18.286916732788086
14.0,50.0,0.0,3.6301918029785156
14.0,55.0,0.0,2.0610508918762207
14.0,55.0,0.0,3.7211475372314453
14.0,60.0,1.0,4.943070411682129
14.0,65.0,1.0,5.269847393035889
14.0,70.0,1.0,5.548959732055664
14.0,75.0,1.0,4.407340049743652
14.0,85.0,1.0,4.695354461669922
14.0,95.0,1.0,4.684879779815674
14.0,105.0,1.0,4.175246238708496
14.0,120.0,1.0,3.6792235374450684
14.0,115.0,0.0,3.5893642902374268
14.0,110.0,0.0,2.9280014038085938
14.0,110.0,0.0,2.117326259613037
14.0,110.0,0.0,1.6713082790374756
14.0,110.0,0.0,2.6488382816314697
14.0,105.0,0.0,3.0694847106933594
14.0,100.0,0.0,3.0782930850982666
14.0,95.0,0.0,2.2439424991607666
14.0,90.0,0.0,3.665471076965332
14.0,85.0,0.0,4.0630879402160645
14.0,75.0,0.0,5.73540735244751
14.0,70.0,0.0,6.85544490814209
14.0,60.0,0.0,8.010311126708984
14.0,55.0,0.0,9.120450019836426
15.0,50.0,1.0,6.453775882720947
15.0,55.0,1.0,5.563333988189697
15.0,60.0,1.0,5.850102424621582
15.0,65.0,1.0,4.742388725280762
15.0,80.0,1.0,3.566314697265625
15.0,95.0,1.0,1.7121286392211914
15.0,115.0,1.0,1.223707675933838
15.0,115.0,0.0,2.17366623878479
15.0,105.0,0.0,5.1692609786987305
15.0,95.0,0.0,7.570777416229248
15.0,85.0,0.0,10.19694709777832
15.0,75.0,0.0,9.351547241210938
15.0,65.0,0.0,6.374667167663574
15.0,60.0,0.0,4.917795181274414
15.0,50.0,0.0,6.4323859214782715
16.0,50.0,1.0,7.9266791343688965
16.0,55.0,1.0,9.065452575683594
16.0,60.0,1.0,7.870603561401367
16.0,70.0,1.0,7.2052507400512695
16.0,65.0,0.0,6.890528202056885
16.0,60.0,0.0,5.40114688873291
16.0,55.0,0.0,2.4830567836761475
16.0,55.0,0.0,2.576528787612915
16.0,60.0,0.0,2.3811028003692627
16.0,65.0,0.0,2.2704081535339355
16.0,75.0,0.0,2.1317968368530273
16.0,70.0,0.0,3.087351083755493
16.0,60.0,0.0,2.762481212615967
16.0,55.0,0.0,5.1417388916015625
17.0,50.0,1.0,8.125625610351562
17.0,60.0,1.0,7.553129196166992
17.0,65.0,1.0,6.690874099731445
17.0,75.0,1.0,7.1642656326293945
17.0,90.0,1.0,7.5814290046691895
17.0,100.0,1.0,7.42304801940918
17.0,110.0,1.0,6.047110080718994
17.0,100.0,0.0,6.752998352050781
17.0,95.0,0.0,7.113528728485107
17.0,85.0,0.0,6.4682817459106445
17.0,85.0,1.0,5.453505992889404
17.0,90.0,1.0,3.8337879180908203
17.0,100.0,1.0,3.2382376194000244
17.0,110.0,1.0,2.516307830810547
17.0,115.0,1.0,2.7714619636535645
17.0,105.0,0.0,1.8574875593185425
17.0,95.0,0.0,1.180063009262085
17.0,90.0,0.0,1.1776992082595825
17.0,85.0,0.0,0.8322985768318176
17.0,80.0,0.0,3.0922698974609375
17.0,75.0,0.0,3.7280778884887695
17.0,75.0,0.0,2.8382091522216797
17.0,75.0,0.0,0.5836262702941895
17.0,70.0,0.0,2.0230932235717773
17.0,65.0,0.0,3.497714042663574
17.0,65.0,0.0,4.091238021850586
17.0,75.0,0.0,2.8743836879730225
17.0,75.0,0.0,4.559747695922852
17.0,75.0,0.0,5.575282096862793
17.0,70.0,0.0,4.948117733001709
17.0,65.0,0.0,4.2786335945129395
17.0,60.0,0.0,6.181456565856934
17.0,55.0,0.0,8.867293357849121
17.0,50.0,0.0,11.018026351928711
18.0,50.0,1.0,2.480682373046875
18.0,55.0,1.0,3.139333486557007
18.0,60.0,1.0,0.7013075947761536
18.0,65.0,1.0,0.7227063179016113
18.0,75.0,1.0,2.045931577682495
18.0,85.0,1.0,4.575953960418701
18.0,95.0,1.0,5.1438679695129395
18.0,110.0,1.0,5.186035633087158
18.0,105.0,0.0,6.376762390136719
18.0,95.0,0.0,6.072249889373779
18.0,85.0,0.0,8.0933198928833
18.0,75.0,0.0,8.917590141296387
18.0,65.0,0.0,9.23283863067627
18.0,55.0,0.0,9.90259075164795
18.0,50.0,0.0,9.263290405273438
19.0,50.0,0.0,5.342215061187744
19.0,55.0,0.0,4.113673686981201
19.0,55.0,0.0,4.322113513946533
19.0,60.0,0.0,5.6741943359375
19.0,65.0,0.0,8.02742862701416
19.0,70.0,0.0,8.033344268798828
19.0,70.0,0.0,8.690754890441895
19.0,65.0,0.0,8.720539093017578
19.0,60.0,0.0,11.603438377380371
19.0,55.0,0.0,9.872456550598145
19.0,55.0,0.0,9.719306945800781
19.0,55.0,0.0,10.8975248336792
19.0,55.0,0.0,11.903583526611328
19.0,60.0,0.0,11.593119621276855
19.0,60.0,0.0,11.645773887634277
19.0,60.0,0.0,11.587310791015625
19.0,55.0,0.0,10.945329666137695
19.0,50.0,0.0,10.202555656433105
19.0,50.0,0.0,12.724164009094238
19.0,50.0,0.0,12.727831840515137
20.0,55.0,0.0,5.7657952308654785
20.0,60.0,0.0,7.6604790687561035
20.0,65.0,0.0,10.01855754852295
20.0,65.0,0.0,11.748396873474121
20.0,65.0,0.0,12.685413360595703
20.0,65.0,0.0,13.109809875488281
20.0,60.0,0.0,11.514657974243164
20.0,55.0,0.0,13.041050910949707
20.0,55.0,0.0,10.893147468566895
20.0,50.0,0.0,8.742236137390137
20.0,50.0,0.0,8.831339836120605
21.0,50.0,0.0,5.087975978851318
21.0,50.0,0.0,4.650686740875244
21.0,50.0,1.0,6.815721035003662
21.0,55.0,1.0,7.636550426483154
21.0,60.0,1.0,4.589322090148926
21.0,65.0,1.0,1.9188265800476074
21.0,75.0,1.0,1.1708862781524658
21.0,85.0,1.0,2.4695026874542236
21.0,95.0,1.0,3.090627431869507
21.0,90.0,0.0,1.5523126125335693
21.0,85.0,0.0,0.6971824169158936
21.0,75.0,0.0,1.3760029077529907
21.0,75.0,1.0,0.7866971492767334
21.0,80.0,1.0,2.0111911296844482
21.0,95.0,1.0,2.6698901653289795
21.0,105.0,1.0,4.514547348022461
21.0,115.0,1.0,5.159576416015625
21.0,115.0,0.0,5.609308242797852
21.0,110.0,0.0,5.457001209259033
21.0,105.0,0.0,3.4474799633026123
21.0,105.0,0.0,3.3591036796569824
21.0,120.0,0.0,3.3570430278778076
21.0,125.0,0.0,4.313090801239014
21.0,120.0,0.0,2.891876459121704
21.0,115.0,0.0,4.897890567779541
21.0,105.0,0.0,5.3780694007873535
21.0,95.0,0.0,4.845026969909668
21.0,90.0,0.0,3.653092622756958
21.0,100.0,0.0,3.645181894302368
21.0,110.0,0.0,3.9418933391571045
21.0,100.0,0.0,5.622920513153076
21.0,95.0,0.0,7.04279088973999
21.0,90.0,0.0,8.476987838745117
21.0,85.0,0.0,10.357857704162598
21.0,80.0,0.0,10.785104751586914
21.0,75.0,0.0,10.865671157836914
21.0,70.0,0.0,12.737043380737305
21.0,65.0,0.0,11.456853866577148
21.0,55.0,0.0,11.665534973144531
21.0,50.0,0.0,11.271163940429688
21.0,45.0,0.0,11.44398021697998
21.0,45.0,0.0,12.054780960083008
21.0,50.0,0.0,13.154571533203125
21.0,50.0,0.0,11.363486289978027
21.0,50.0,0.0,10.180724143981934
21.0,50.0,0.0,8.967348098754883
21.0,50.0,0.0,7.815357208251953
21.0,50.0,0.0,7.916169166564941
21.0,50.0,0.0,6.823178768157959
22.0,55.0,1.0,2.687044858932495
22.0,65.0,1.0,1.9121830463409424
22.0,70.0,1.0,1.858683705329895
22.0,75.0,1.0,3.033799409866333
22.0,70.0,0.0,4.2792534828186035
22.0,65.0,0.0,5.984673023223877
22.0,60.0,0.0,6.620807647705078
22.0,50.0,0.0,6.527054786682129
23.0,50.0,0.0,13.841248512268066
23.0,55.0,0.0,14.8883056640625
23.0,50.0,0.0,14.704861640930176
24.0,50.0,0.0,5.579107284545898
24.0,55.0,0.0,5.140622138977051
24.0,55.0,0.0,6.053282260894775
24.0,55.0,0.0,6.646281719207764
24.0,55.0,0.0,7.61773157119751
24.0,55.0,0.0,8.96584701538086
24.0,50.0,0.0,9.154918670654297
24.0,50.0,0.0,8.433260917663574
24.0,55.0,0.0,8.867016792297363
24.0,60.0,0.0,9.181427955627441
24.0,65.0,0.0,7.922521591186523
24.0,65.0,0.0,7.759727478027344
24.0,70.0,0.0,7.499349594116211
24.0,70.0,0.0,6.873079776763916
24.0,75.0,0.0,4.8639326095581055
24.0,75.0,0.0,6.6201677322387695
24.0,80.0,0.0,9.608260154724121
24.0,80.0,0.0,12.627767562866211
24.0,85.0,0.0,14.985285758972168
24.0,85.0,0.0,17.051889419555664
24.0,75.0,0.0,18.865577697753906
24.0,65.0,0.0,19.143190383911133
24.0,50.0,0.0,20.9132022857666
25.0,50.0,0.0,5.434550762176514
25.0,55.0,0.0,6.091318607330322
25.0,60.0,1.0,6.794650554656982
25.0,65.0,1.0,5.118061065673828
25.0,70.0,1.0,5.422318458557129
25.0,75.0,1.0,5.113509654998779
25.0,85.0,1.0,4.772702217102051
25.0,90.0,1.0,5.250034332275391
25.0,95.0,1.0,6.0754828453063965
25.0,95.0,0.0,4.108529567718506
25.0,90.0,0.0,1.8584043979644775
25.0,85.0,0.0,2.8751213550567627
25.0,80.0,0.0,4.228999614715576
25.0,75.0,0.0,3.41904616355896
25.0,60.0,0.0,4.7986040115356445
25.0,55.0,0.0,4.596220016479492
26.0,50.0,0.0,2.9815680980682373
26.0,55.0,0.0,2.3859896659851074
26.0,60.0,0.0,1.4584343433380127
26.0,65.0,0.0,1.8474889993667603
26.0,65.0,0.0,2.6816985607147217
26.0,65.0,0.0,3.720473527908325
26.0,65.0,0.0,4.125877857208252
26.0,60.0,0.0,2.8091824054718018
26.0,60.0,0.0,4.36453104019165
26.0,60.0,0.0,6.019465446472168
26.0,60.0,0.0,5.907495498657227
26.0,55.0,0.0,6.74047327041626
26.0,55.0,0.0,8.704118728637695
26.0,55.0,0.0,11.040602684020996
26.0,50.0,0.0,9.164708137512207
27.0,50.0,1.0,27.95389747619629
27.0,60.0,1.0,23.034046173095703
27.0,65.0,1.0,17.491418838500977
27.0,70.0,1.0,12.787579536437988
27.0,70.0,0.0,9.410076141357422
27.0,65.0,0.0,8.084399223327637
27.0,60.0,0.0,7.370511531829834
27.0,55.0,0.0,8.237200736999512
27.0,55.0,0.0,8.072032928466797
27.0,55.0,0.0,7.023421764373779
27.0,50.0,0.0,8.75424861907959
27.0,50.0,0.0,7.2242326736450195
27.0,50.0,0.0,6.53924560546875
28.0,55.0,0.0,12.856646537780762
28.0,55.0,0.0,8.92272663116455
28.0,50.0,0.0,8.284602165222168
29.0,65.0,1.0,6.025481700897217
29.0,70.0,1.0,7.506449222564697
29.0,70.0,0.0,7.846900939941406
29.0,70.0,0.0,7.0791850090026855
29.0,70.0,0.0,5.161167621612549
29.0,75.0,0.0,4.878443717956543
29.0,80.0,0.0,5.315183639526367
29.0,85.0,0.0,4.180041790008545
29.0,90.0,0.0,3.3809056282043457
29.0,70.0,0.0,2.5575990676879883
30.0,50.0,1.0,3.7474660873413086
30.0,60.0,1.0,3.258043050765991
30.0,75.0,1.0,0.19107137620449066
30.0,90.0,1.0,1.808455228805542
30.0,115.0,1.0,1.536741018295288
30.0,150.0,1.0,2.3800535202026367
30.0,180.0,1.0,2.7515876293182373
30.0,185.0,1.0,5.171064376831055
30.0,180.0,0.0,6.75975227355957
30.0,110.0,0.0,11.492863655090332
30.0,50.0,0.0,17.78972053527832
31.0,50.0,0.0,27.331491470336914
31.0,50.0,0.0,30.24365234375
31.0,50.0,0.0,31.51816177368164
31.0,50.0,0.0,31.074045181274414
32.0,50.0,1.0,2.470654010772705
32.0,60.0,1.0,1.2544218301773071
32.0,75.0,1.0,2.574181079864502
32.0,95.0,1.0,3.924466371536255
32.0,105.0,1.0,5.512778282165527
32.0,115.0,1.0,6.102325916290283
32.0,115.0,0.0,6.476253986358643
32.0,110.0,0.0,6.381008148193359
32.0,100.0,0.0,6.058861255645752
32.0,90.0,0.0,6.0251946449279785
32.0,85.0,0.0,4.85220193862915
32.0,75.0,0.0,4.312919616699219
32.0,70.0,0.0,4.773601531982422
32.0,60.0,0.0,4.675914764404297
32.0,50.0,0.0,2.596994161605835
32.0,45.0,0.0,2.0396549701690674
32.0,45.0,0.0,1.8977336883544922
32.0,50.0,0.0,0.3064862787723541
32.0,55.0,0.0,0.39227744936943054
32.0,55.0,0.0,1.2366122007369995
32.0,55.0,0.0,1.1347200870513916
32.0,50.0,0.0,1.4573125839233398
32.0,45.0,0.0,3.721784830093384
32.0,45.0,0.0,4.914587020874023
32.0,45.0,0.0,6.29647970199585
32.0,50.0,0.0,6.951813220977783
32.0,50.0,0.0,7.756494045257568
32.0,55.0,0.0,7.35180139541626
32.0,55.0,0.0,5.17055606842041
32.0,50.0,0.0,3.335073471069336
32.0,45.0,0.0,2.8905277252197266
32.0,40.0,0.0,1.023751139640808
32.0,35.0,0.0,2.1822752952575684
32.0,35.0,0.0,4.245388984680176
32.0,35.0,0.0,3.91033935546875
32.0,35.0,0.0,1.4601829051971436
32.0,35.0,0.0,2.8945584297180176
32.0,45.0,0.0,2.4079856872558594
32.0,50.0,0.0,3.6004014015197754
32.0,50.0,0.0,7.099630355834961
33.0,55.0,1.0,6.188431262969971
33.0,65.0,1.0,6.4216790199279785
33.0,75.0,1.0,5.6892242431640625
33.0,90.0,1.0,5.19895076751709
33.0,100.0,1.0,4.426702976226807
33.0,110.0,1.0,3.6746628284454346
33.0,120.0,1.0,3.6468355655670166
33.0,115.0,0.0,4.036919116973877
33.0,110.0,0.0,3.146010398864746
33.0,100.0,0.0,2.079345703125
33.0,85.0,0.0,1.6570016145706177
33.0,70.0,0.0,2.664050340652466
33.0,60.0,0.0,2.676206350326538
34.0,50.0,0.0,8.666264533996582
34.0,50.0,0.0,8.549295425415039
35.0,50.0,0.0,1.5857861042022705
35.0,50.0,0.0,2.376997947692871
35.0,55.0,0.0,3.884361505508423
35.0,65.0,0.0,5.018090724945068
35.0,60.0,0.0,7.731882095336914
35.0,55.0,0.0,9.486211776733398
35.0,50.0,0.0,10.624763488769531
36.0,50.0,0.0,10.623221397399902
36.0,50.0,0.0,11.41530990600586
36.0,55.0,0.0,11.256305694580078
36.0,55.0,0.0,11.377220153808594
36.0,50.0,0.0,8.995837211608887
37.0,50.0,0.0,5.128170013427734
37.0,50.0,0.0,5.231316566467285
37.0,50.0,0.0,4.264054775238037
38.0,50.0,0.0,4.281347274780273
38.0,50.0,0.0,4.105140209197998
39.0,50.0,1.0,2.3340086936950684
39.0,60.0,1.0,3.9052631855010986
39.0,70.0,1.0,5.716683864593506
39.0,75.0,1.0,7.210294246673584
39.0,80.0,1.0,7.645272254943848
39.0,70.0,0.0,6.584792137145996
39.0,55.0,0.0,7.0250020027160645
40.0,50.0,1.0,2.1700079441070557
40.0,65.0,1.0,2.5255322456359863
40.0,80.0,1.0,4.043915271759033
40.0,100.0,1.0,6.126613616943359
40.0,90.0,0.0,8.022473335266113
40.0,65.0,0.0,7.102389812469482
41.0,55.0,0.0,7.206723213195801
41.0,60.0,0.0,7.671173572540283
